Type	AgentConfig	TestInstanzID	MaxRounds	VorschlaegeProRunde	ErzwungeneAkzeptanz	AnzahlPlanningObjects	ClientID	TargetValue
local	c4644725-e114-4657-8bc5-919d56919f29	7311644a-a47e-4b00-abf3-6047ca61576e	1000	100	1	6	d18650f9-5b1f-4d3d-b4ab-24b430b9c3a8	6,45352
local	6421a3af-f6b1-4877-8770-0c046f4d6484	7311644a-a47e-4b00-abf3-6047ca61576e	1000	100	1	6	db2ebd12-bd93-4ba8-bc82-2a9fc84f3afe	30,72589621875
local	c4644725-e114-4657-8bc5-919d56919f29	7311644a-a47e-4b00-abf3-6047ca61576e	1000	100	1	6	d18650f9-5b1f-4d3d-b4ab-24b430b9c3a8	6,48256
local	6421a3af-f6b1-4877-8770-0c046f4d6484	7311644a-a47e-4b00-abf3-6047ca61576e	1000	100	1	6	db2ebd12-bd93-4ba8-bc82-2a9fc84f3afe	30,70375935
local	c4644725-e114-4657-8bc5-919d56919f29	7311644a-a47e-4b00-abf3-6047ca61576e	1000	100	1	6	d18650f9-5b1f-4d3d-b4ab-24b430b9c3a8	6,28297
local	6421a3af-f6b1-4877-8770-0c046f4d6484	7311644a-a47e-4b00-abf3-6047ca61576e	1000	100	1	6	db2ebd12-bd93-4ba8-bc82-2a9fc84f3afe	30,68120156875
local	c4644725-e114-4657-8bc5-919d56919f29	7311644a-a47e-4b00-abf3-6047ca61576e	1000	100	1	6	d18650f9-5b1f-4d3d-b4ab-24b430b9c3a8	6,36531
local	6421a3af-f6b1-4877-8770-0c046f4d6484	7311644a-a47e-4b00-abf3-6047ca61576e	1000	100	1	6	db2ebd12-bd93-4ba8-bc82-2a9fc84f3afe	30,54957640625
local	c4644725-e114-4657-8bc5-919d56919f29	7311644a-a47e-4b00-abf3-6047ca61576e	1000	100	1	6	d18650f9-5b1f-4d3d-b4ab-24b430b9c3a8	6,3467
local	6421a3af-f6b1-4877-8770-0c046f4d6484	7311644a-a47e-4b00-abf3-6047ca61576e	1000	100	1	6	db2ebd12-bd93-4ba8-bc82-2a9fc84f3afe	30,52074573125
local	c4644725-e114-4657-8bc5-919d56919f29	7311644a-a47e-4b00-abf3-6047ca61576e	1000	100	1	6	d18650f9-5b1f-4d3d-b4ab-24b430b9c3a8	6,395
local	6421a3af-f6b1-4877-8770-0c046f4d6484	7311644a-a47e-4b00-abf3-6047ca61576e	1000	100	1	6	db2ebd12-bd93-4ba8-bc82-2a9fc84f3afe	30,73991440625
local	c4644725-e114-4657-8bc5-919d56919f29	7311644a-a47e-4b00-abf3-6047ca61576e	1000	100	1	6	d18650f9-5b1f-4d3d-b4ab-24b430b9c3a8	6,39587
remote	6421a3af-f6b1-4877-8770-0c046f4d6484	7311644a-a47e-4b00-abf3-6047ca61576e	1000	100	1	6	77e5d8c8-600e-490e-9917-09705bf3ba7b	30,74226348125
remote	c4644725-e114-4657-8bc5-919d56919f29	7311644a-a47e-4b00-abf3-6047ca61576e	1000	100	1	6	c4e7b09a-fdad-4186-b9c0-4bd20636bee1	6
remote	6421a3af-f6b1-4877-8770-0c046f4d6484	7311644a-a47e-4b00-abf3-6047ca61576e	1000	100	1	6	77e5d8c8-600e-490e-9917-09705bf3ba7b	30,6867972875
remote	c4644725-e114-4657-8bc5-919d56919f29	7311644a-a47e-4b00-abf3-6047ca61576e	1000	100	1	6	c4e7b09a-fdad-4186-b9c0-4bd20636bee1	6
remote	6421a3af-f6b1-4877-8770-0c046f4d6484	7311644a-a47e-4b00-abf3-6047ca61576e	1000	100	1	6	dce3a256-7efc-429d-8327-730daca82a4b	30,72465298125
remote	c4644725-e114-4657-8bc5-919d56919f29	7311644a-a47e-4b00-abf3-6047ca61576e	1000	100	1	6	c4a40244-e7d4-40fa-9adb-091b3b88048c	6
remote	6421a3af-f6b1-4877-8770-0c046f4d6484	7311644a-a47e-4b00-abf3-6047ca61576e	1000	100	1	6	dce3a256-7efc-429d-8327-730daca82a4b	30,6418540625
remote	c4644725-e114-4657-8bc5-919d56919f29	7311644a-a47e-4b00-abf3-6047ca61576e	1000	100	1	6	c4a40244-e7d4-40fa-9adb-091b3b88048c	6
remote	6421a3af-f6b1-4877-8770-0c046f4d6484	7311644a-a47e-4b00-abf3-6047ca61576e	1000	100	1	6	dce3a256-7efc-429d-8327-730daca82a4b	30,62827939375
remote	c4644725-e114-4657-8bc5-919d56919f29	7311644a-a47e-4b00-abf3-6047ca61576e	1000	100	1	6	c4a40244-e7d4-40fa-9adb-091b3b88048c	6,00197
remote	6421a3af-f6b1-4877-8770-0c046f4d6484	7311644a-a47e-4b00-abf3-6047ca61576e	1000	100	1	6	dce3a256-7efc-429d-8327-730daca82a4b	30,51972901875
remote	c4644725-e114-4657-8bc5-919d56919f29	7311644a-a47e-4b00-abf3-6047ca61576e	1000	100	1	6	c4a40244-e7d4-40fa-9adb-091b3b88048c	6
remote	6421a3af-f6b1-4877-8770-0c046f4d6484	7311644a-a47e-4b00-abf3-6047ca61576e	1000	100	1	6	dce3a256-7efc-429d-8327-730daca82a4b	30,534665725
remote	c4644725-e114-4657-8bc5-919d56919f29	7311644a-a47e-4b00-abf3-6047ca61576e	1000	100	1	6	c4a40244-e7d4-40fa-9adb-091b3b88048c	6,07689
remote	6421a3af-f6b1-4877-8770-0c046f4d6484	7311644a-a47e-4b00-abf3-6047ca61576e	1000	100	1	6	dce3a256-7efc-429d-8327-730daca82a4b	30,72307079375
remote	c4644725-e114-4657-8bc5-919d56919f29	7311644a-a47e-4b00-abf3-6047ca61576e	1000	100	1	6	c4a40244-e7d4-40fa-9adb-091b3b88048c	6
remote	6421a3af-f6b1-4877-8770-0c046f4d6484	7311644a-a47e-4b00-abf3-6047ca61576e	1000	100	1	6	dce3a256-7efc-429d-8327-730daca82a4b	30,75954563125
remote	c4644725-e114-4657-8bc5-919d56919f29	7311644a-a47e-4b00-abf3-6047ca61576e	1000	100	1	6	c4a40244-e7d4-40fa-9adb-091b3b88048c	6
remote	6421a3af-f6b1-4877-8770-0c046f4d6484	7311644a-a47e-4b00-abf3-6047ca61576e	1000	100	1	6	dce3a256-7efc-429d-8327-730daca82a4b	30,73423936875
remote	c4644725-e114-4657-8bc5-919d56919f29	7311644a-a47e-4b00-abf3-6047ca61576e	1000	100	1	6	c4a40244-e7d4-40fa-9adb-091b3b88048c	6
remote	6421a3af-f6b1-4877-8770-0c046f4d6484	7311644a-a47e-4b00-abf3-6047ca61576e	1000	100	1	6	dce3a256-7efc-429d-8327-730daca82a4b	30,748276
remote	c4644725-e114-4657-8bc5-919d56919f29	7311644a-a47e-4b00-abf3-6047ca61576e	1000	100	1	6	c4a40244-e7d4-40fa-9adb-091b3b88048c	6
remote	6421a3af-f6b1-4877-8770-0c046f4d6484	7311644a-a47e-4b00-abf3-6047ca61576e	1000	100	1	6	dce3a256-7efc-429d-8327-730daca82a4b	30,52181263125
remote	c4644725-e114-4657-8bc5-919d56919f29	7311644a-a47e-4b00-abf3-6047ca61576e	1000	100	1	6	c4a40244-e7d4-40fa-9adb-091b3b88048c	6
remote	c4644725-e114-4657-8bc5-919d56919f29	7311644a-a47e-4b00-abf3-6047ca61576e	1000	100	1	6	5607458f-bae7-46a1-85b1-7850282099c0	6
remote	6421a3af-f6b1-4877-8770-0c046f4d6484	7311644a-a47e-4b00-abf3-6047ca61576e	1000	100	1	6	521f9422-4e24-4a26-93da-979d49cceecd	30,760332475
remote	6421a3af-f6b1-4877-8770-0c046f4d6484	7311644a-a47e-4b00-abf3-6047ca61576e	1000	100	1	6	521f9422-4e24-4a26-93da-979d49cceecd	30,66442459375
remote	c4644725-e114-4657-8bc5-919d56919f29	7311644a-a47e-4b00-abf3-6047ca61576e	1000	100	1	6	5607458f-bae7-46a1-85b1-7850282099c0	6
local	6421a3af-f6b1-4877-8770-0c046f4d6484	7311644a-a47e-4b00-abf3-6047ca61576e	1000	100	1	6	5cf0666f-dd88-4864-ba06-c2ede3e6aa29	30,628204775
local	c4644725-e114-4657-8bc5-919d56919f29	7311644a-a47e-4b00-abf3-6047ca61576e	1000	100	1	6	9f1df014-f328-41db-a7c4-5e57049fe479	6,26343
local	6421a3af-f6b1-4877-8770-0c046f4d6484	7311644a-a47e-4b00-abf3-6047ca61576e	1000	100	1	6	5cf0666f-dd88-4864-ba06-c2ede3e6aa29	30,4556296125
local	c4644725-e114-4657-8bc5-919d56919f29	7311644a-a47e-4b00-abf3-6047ca61576e	1000	100	1	6	9f1df014-f328-41db-a7c4-5e57049fe479	6,26414
remote	6421a3af-f6b1-4877-8770-0c046f4d6484	7311644a-a47e-4b00-abf3-6047ca61576e	1000	100	1	6	5cf0666f-dd88-4864-ba06-c2ede3e6aa29	30,41085785
remote	c4644725-e114-4657-8bc5-919d56919f29	7311644a-a47e-4b00-abf3-6047ca61576e	1000	100	1	6	9f1df014-f328-41db-a7c4-5e57049fe479	6
remote	6421a3af-f6b1-4877-8770-0c046f4d6484	7311644a-a47e-4b00-abf3-6047ca61576e	1000	100	1	6	5cf0666f-dd88-4864-ba06-c2ede3e6aa29	30,73991440625
remote	c4644725-e114-4657-8bc5-919d56919f29	7311644a-a47e-4b00-abf3-6047ca61576e	1000	100	1	6	9f1df014-f328-41db-a7c4-5e57049fe479	6
remote	c4644725-e114-4657-8bc5-919d56919f29	7311644a-a47e-4b00-abf3-6047ca61576e	1000	100	1	6	9f1df014-f328-41db-a7c4-5e57049fe479	6
remote	6421a3af-f6b1-4877-8770-0c046f4d6484	7311644a-a47e-4b00-abf3-6047ca61576e	1000	100	1	6	5cf0666f-dd88-4864-ba06-c2ede3e6aa29	30,6017672125
remote	6421a3af-f6b1-4877-8770-0c046f4d6484	7311644a-a47e-4b00-abf3-6047ca61576e	1000	100	1	6	5cf0666f-dd88-4864-ba06-c2ede3e6aa29	30,73376825625
remote	c4644725-e114-4657-8bc5-919d56919f29	7311644a-a47e-4b00-abf3-6047ca61576e	1000	100	1	6	9f1df014-f328-41db-a7c4-5e57049fe479	6
remote	6421a3af-f6b1-4877-8770-0c046f4d6484	7311644a-a47e-4b00-abf3-6047ca61576e	1000	100	1	6	5cf0666f-dd88-4864-ba06-c2ede3e6aa29	30,55304139375
remote	c4644725-e114-4657-8bc5-919d56919f29	7311644a-a47e-4b00-abf3-6047ca61576e	1000	100	1	6	9f1df014-f328-41db-a7c4-5e57049fe479	6
remote	6421a3af-f6b1-4877-8770-0c046f4d6484	7311644a-a47e-4b00-abf3-6047ca61576e	1000	100	1	6	5cf0666f-dd88-4864-ba06-c2ede3e6aa29	30,60095330625
remote	c4644725-e114-4657-8bc5-919d56919f29	7311644a-a47e-4b00-abf3-6047ca61576e	1000	100	1	6	9f1df014-f328-41db-a7c4-5e57049fe479	6
remote	6421a3af-f6b1-4877-8770-0c046f4d6484	7311644a-a47e-4b00-abf3-6047ca61576e	1000	100	1	6	5cf0666f-dd88-4864-ba06-c2ede3e6aa29	30,55730769375
remote	c4644725-e114-4657-8bc5-919d56919f29	7311644a-a47e-4b00-abf3-6047ca61576e	1000	100	1	6	9f1df014-f328-41db-a7c4-5e57049fe479	6
remote	6421a3af-f6b1-4877-8770-0c046f4d6484	7311644a-a47e-4b00-abf3-6047ca61576e	1000	100	1	6	5cf0666f-dd88-4864-ba06-c2ede3e6aa29	30,619739475
remote	c4644725-e114-4657-8bc5-919d56919f29	7311644a-a47e-4b00-abf3-6047ca61576e	1000	100	1	6	9f1df014-f328-41db-a7c4-5e57049fe479	6,0132
local	c4644725-e114-4657-8bc5-919d56919f29	7311644a-a47e-4b00-abf3-6047ca61576e	1000	100	1	6	9f1df014-f328-41db-a7c4-5e57049fe479	6,35481
local	6421a3af-f6b1-4877-8770-0c046f4d6484	7311644a-a47e-4b00-abf3-6047ca61576e	1000	100	1	6	5cf0666f-dd88-4864-ba06-c2ede3e6aa29	30,70416918125
local	6421a3af-f6b1-4877-8770-0c046f4d6484	7311644a-a47e-4b00-abf3-6047ca61576e	1000	100	1	6	5cf0666f-dd88-4864-ba06-c2ede3e6aa29	30,70517950625
local	c4644725-e114-4657-8bc5-919d56919f29	7311644a-a47e-4b00-abf3-6047ca61576e	1000	100	1	6	9f1df014-f328-41db-a7c4-5e57049fe479	6,43115
local	6421a3af-f6b1-4877-8770-0c046f4d6484	7311644a-a47e-4b00-abf3-6047ca61576f	100	100	1	6	baf322f4-7bad-4677-bde4-6b3bf78f726a	30,6518210875
local	c4644725-e114-4657-8bc5-919d56919f29	7311644a-a47e-4b00-abf3-6047ca61576f	100	100	1	6	f12e3aaa-2b78-4ca3-85b9-92bb17a3e69e	6,26978
local	c4644725-e114-4657-8bc5-919d56919f29	7311644a-a47e-4b00-abf3-6047ca61576f	100	100	1	6	f12e3aaa-2b78-4ca3-85b9-92bb17a3e69e	6,23162
local	6421a3af-f6b1-4877-8770-0c046f4d6484	7311644a-a47e-4b00-abf3-6047ca61576f	100	100	1	6	baf322f4-7bad-4677-bde4-6b3bf78f726a	30,60182523125
local	6421a3af-f6b1-4877-8770-0c046f4d6484	7311644a-a47e-4b00-abf3-6047ca61576f	100	100	1	6	baf322f4-7bad-4677-bde4-6b3bf78f726a	30,6684488875
local	c4644725-e114-4657-8bc5-919d56919f29	7311644a-a47e-4b00-abf3-6047ca61576f	100	100	1	6	f12e3aaa-2b78-4ca3-85b9-92bb17a3e69e	6,11729
local	6421a3af-f6b1-4877-8770-0c046f4d6484	7311644a-a47e-4b00-abf3-6047ca61576f	100	100	1	6	baf322f4-7bad-4677-bde4-6b3bf78f726a	30,6584556875
local	c4644725-e114-4657-8bc5-919d56919f29	7311644a-a47e-4b00-abf3-6047ca61576f	100	100	1	6	f12e3aaa-2b78-4ca3-85b9-92bb17a3e69e	6,31681
local	6421a3af-f6b1-4877-8770-0c046f4d6484	7311644a-a47e-4b00-abf3-6047ca61576f	100	100	1	6	baf322f4-7bad-4677-bde4-6b3bf78f726a	30,4959642625
local	c4644725-e114-4657-8bc5-919d56919f29	7311644a-a47e-4b00-abf3-6047ca61576f	100	100	1	6	f12e3aaa-2b78-4ca3-85b9-92bb17a3e69e	6,2262
local	6421a3af-f6b1-4877-8770-0c046f4d6484	7311644a-a47e-4b00-abf3-6047ca61576f	100	100	1	6	baf322f4-7bad-4677-bde4-6b3bf78f726a	30,3924104375
local	c4644725-e114-4657-8bc5-919d56919f29	7311644a-a47e-4b00-abf3-6047ca61576f	100	100	1	6	f12e3aaa-2b78-4ca3-85b9-92bb17a3e69e	6,2246
local	6421a3af-f6b1-4877-8770-0c046f4d6484	7311644a-a47e-4b00-abf3-6047ca61576f	100	100	1	6	baf322f4-7bad-4677-bde4-6b3bf78f726a	30,67704559375
local	c4644725-e114-4657-8bc5-919d56919f29	7311644a-a47e-4b00-abf3-6047ca61576f	100	100	1	6	f12e3aaa-2b78-4ca3-85b9-92bb17a3e69e	6,04336
local	6421a3af-f6b1-4877-8770-0c046f4d6484	7311644a-a47e-4b00-abf3-6047ca61576f	100	100	1	6	baf322f4-7bad-4677-bde4-6b3bf78f726a	30,6973900125
local	c4644725-e114-4657-8bc5-919d56919f29	7311644a-a47e-4b00-abf3-6047ca61576f	100	100	1	6	f12e3aaa-2b78-4ca3-85b9-92bb17a3e69e	6,08602
local	6421a3af-f6b1-4877-8770-0c046f4d6484	7311644a-a47e-4b00-abf3-6047ca61576f	100	100	1	6	baf322f4-7bad-4677-bde4-6b3bf78f726a	30,50558900625
local	c4644725-e114-4657-8bc5-919d56919f29	7311644a-a47e-4b00-abf3-6047ca61576f	100	100	1	6	f12e3aaa-2b78-4ca3-85b9-92bb17a3e69e	6,34624
local	6421a3af-f6b1-4877-8770-0c046f4d6484	7311644a-a47e-4b00-abf3-6047ca61576f	100	100	1	6	baf322f4-7bad-4677-bde4-6b3bf78f726a	30,5125798375
local	c4644725-e114-4657-8bc5-919d56919f29	7311644a-a47e-4b00-abf3-6047ca61576f	100	100	1	6	f12e3aaa-2b78-4ca3-85b9-92bb17a3e69e	6,21927
local	6421a3af-f6b1-4877-8770-0c046f4d6484	7311644a-a47e-4b00-abf3-6047ca61576f	100	100	1	6	baf322f4-7bad-4677-bde4-6b3bf78f726a	30,683208775
local	c4644725-e114-4657-8bc5-919d56919f29	7311644a-a47e-4b00-abf3-6047ca61576f	100	100	1	6	f12e3aaa-2b78-4ca3-85b9-92bb17a3e69e	6,16648
local	6421a3af-f6b1-4877-8770-0c046f4d6484	7311644a-a47e-4b00-abf3-6047ca61576f	100	100	1	6	baf322f4-7bad-4677-bde4-6b3bf78f726a	30,69087190625
local	c4644725-e114-4657-8bc5-919d56919f29	7311644a-a47e-4b00-abf3-6047ca61576f	100	100	1	6	f12e3aaa-2b78-4ca3-85b9-92bb17a3e69e	6,34926
local	6421a3af-f6b1-4877-8770-0c046f4d6484	7311644a-a47e-4b00-abf3-6047ca61576f	100	100	1	6	baf322f4-7bad-4677-bde4-6b3bf78f726a	30,66484071875
local	c4644725-e114-4657-8bc5-919d56919f29	7311644a-a47e-4b00-abf3-6047ca61576f	100	100	1	6	f12e3aaa-2b78-4ca3-85b9-92bb17a3e69e	6,23413
local	6421a3af-f6b1-4877-8770-0c046f4d6484	7311644a-a47e-4b00-abf3-6047ca61576f	100	100	1	6	baf322f4-7bad-4677-bde4-6b3bf78f726a	30,53011501875
local	c4644725-e114-4657-8bc5-919d56919f29	7311644a-a47e-4b00-abf3-6047ca61576f	100	100	1	6	f12e3aaa-2b78-4ca3-85b9-92bb17a3e69e	6,20687
local	6421a3af-f6b1-4877-8770-0c046f4d6484	7311644a-a47e-4b00-abf3-6047ca61576f	100	100	1	6	baf322f4-7bad-4677-bde4-6b3bf78f726a	30,63241189375
local	c4644725-e114-4657-8bc5-919d56919f29	7311644a-a47e-4b00-abf3-6047ca61576f	100	100	1	6	f12e3aaa-2b78-4ca3-85b9-92bb17a3e69e	6,23314
local	c4644725-e114-4657-8bc5-919d56919f29	7311644a-a47e-4b00-abf3-6047ca61576f	100	100	1	6	f12e3aaa-2b78-4ca3-85b9-92bb17a3e69e	6,24092
local	6421a3af-f6b1-4877-8770-0c046f4d6484	7311644a-a47e-4b00-abf3-6047ca61576f	100	100	1	6	baf322f4-7bad-4677-bde4-6b3bf78f726a	30,7085785875
local	c4644725-e114-4657-8bc5-919d56919f29	7311644a-a47e-4b00-abf3-6047ca61576f	100	100	1	6	f12e3aaa-2b78-4ca3-85b9-92bb17a3e69e	6,26978
local	6421a3af-f6b1-4877-8770-0c046f4d6484	7311644a-a47e-4b00-abf3-6047ca61576f	100	100	1	6	baf322f4-7bad-4677-bde4-6b3bf78f726a	30,654892175
local	c4644725-e114-4657-8bc5-919d56919f29	7311644a-a47e-4b00-abf3-6047ca61576f	100	100	1	6	f12e3aaa-2b78-4ca3-85b9-92bb17a3e69e	6,16257
local	6421a3af-f6b1-4877-8770-0c046f4d6484	7311644a-a47e-4b00-abf3-6047ca61576f	100	100	1	6	baf322f4-7bad-4677-bde4-6b3bf78f726a	30,48196343125
local	c4644725-e114-4657-8bc5-919d56919f29	7311644a-a47e-4b00-abf3-6047ca61576f	100	100	1	6	f12e3aaa-2b78-4ca3-85b9-92bb17a3e69e	6,19856
local	6421a3af-f6b1-4877-8770-0c046f4d6484	7311644a-a47e-4b00-abf3-6047ca61576f	100	100	1	6	baf322f4-7bad-4677-bde4-6b3bf78f726a	30,6816338625
local	c4644725-e114-4657-8bc5-919d56919f29	7311644a-a47e-4b00-abf3-6047ca61576f	100	100	1	6	f12e3aaa-2b78-4ca3-85b9-92bb17a3e69e	6,20979
local	6421a3af-f6b1-4877-8770-0c046f4d6484	7311644a-a47e-4b00-abf3-6047ca61576f	100	100	1	6	baf322f4-7bad-4677-bde4-6b3bf78f726a	30,5954691625
local	c4644725-e114-4657-8bc5-919d56919f29	7311644a-a47e-4b00-abf3-6047ca61576f	100	100	1	6	f12e3aaa-2b78-4ca3-85b9-92bb17a3e69e	6,31293
local	6421a3af-f6b1-4877-8770-0c046f4d6484	7311644a-a47e-4b00-abf3-6047ca61576f	100	100	1	6	baf322f4-7bad-4677-bde4-6b3bf78f726a	30,58227665
local	c4644725-e114-4657-8bc5-919d56919f29	7311644a-a47e-4b00-abf3-6047ca61576f	100	100	1	6	f12e3aaa-2b78-4ca3-85b9-92bb17a3e69e	6,23353
local	6421a3af-f6b1-4877-8770-0c046f4d6484	7311644a-a47e-4b00-abf3-6047ca61576f	100	100	1	6	baf322f4-7bad-4677-bde4-6b3bf78f726a	30,64099479375
local	c4644725-e114-4657-8bc5-919d56919f29	7311644a-a47e-4b00-abf3-6047ca61576f	100	100	1	6	f12e3aaa-2b78-4ca3-85b9-92bb17a3e69e	6,07746
local	6421a3af-f6b1-4877-8770-0c046f4d6484	7311644a-a47e-4b00-abf3-6047ca61576f	100	100	1	6	baf322f4-7bad-4677-bde4-6b3bf78f726a	30,6554028875
local	c4644725-e114-4657-8bc5-919d56919f29	7311644a-a47e-4b00-abf3-6047ca61576f	100	100	1	6	f12e3aaa-2b78-4ca3-85b9-92bb17a3e69e	6,21741
local	6421a3af-f6b1-4877-8770-0c046f4d6484	7311644a-a47e-4b00-abf3-6047ca61576f	100	100	1	6	baf322f4-7bad-4677-bde4-6b3bf78f726a	30,5203725125
local	c4644725-e114-4657-8bc5-919d56919f29	7311644a-a47e-4b00-abf3-6047ca61576f	100	100	1	6	f12e3aaa-2b78-4ca3-85b9-92bb17a3e69e	6,19311
local	6421a3af-f6b1-4877-8770-0c046f4d6484	7311644a-a47e-4b00-abf3-6047ca61576f	100	100	1	6	baf322f4-7bad-4677-bde4-6b3bf78f726a	30,47621258125
local	c4644725-e114-4657-8bc5-919d56919f29	7311644a-a47e-4b00-abf3-6047ca61576f	100	100	1	6	f12e3aaa-2b78-4ca3-85b9-92bb17a3e69e	6,32573
local	6421a3af-f6b1-4877-8770-0c046f4d6484	7311644a-a47e-4b00-abf3-6047ca61576f	100	100	1	6	baf322f4-7bad-4677-bde4-6b3bf78f726a	30,58797291875
local	c4644725-e114-4657-8bc5-919d56919f29	7311644a-a47e-4b00-abf3-6047ca61576f	100	100	1	6	f12e3aaa-2b78-4ca3-85b9-92bb17a3e69e	6,28803
remote	6421a3af-f6b1-4877-8770-0c046f4d6484	7311644a-a47e-4b00-abf3-6047ca61576f	100	100	1	6	baf322f4-7bad-4677-bde4-6b3bf78f726a	30,4875313
remote	c4644725-e114-4657-8bc5-919d56919f29	7311644a-a47e-4b00-abf3-6047ca61576f	100	100	1	6	f12e3aaa-2b78-4ca3-85b9-92bb17a3e69e	6
remote	6421a3af-f6b1-4877-8770-0c046f4d6484	7311644a-a47e-4b00-abf3-6047ca61576f	100	100	1	6	baf322f4-7bad-4677-bde4-6b3bf78f726a	30,58867314375
remote	c4644725-e114-4657-8bc5-919d56919f29	7311644a-a47e-4b00-abf3-6047ca61576f	100	100	1	6	f12e3aaa-2b78-4ca3-85b9-92bb17a3e69e	6
remote	6421a3af-f6b1-4877-8770-0c046f4d6484	7311644a-a47e-4b00-abf3-6047ca61576f	100	100	1	6	baf322f4-7bad-4677-bde4-6b3bf78f726a	30,70767411875
remote	c4644725-e114-4657-8bc5-919d56919f29	7311644a-a47e-4b00-abf3-6047ca61576f	100	100	1	6	f12e3aaa-2b78-4ca3-85b9-92bb17a3e69e	6,00197
remote	6421a3af-f6b1-4877-8770-0c046f4d6484	7311644a-a47e-4b00-abf3-6047ca61576f	100	100	1	6	baf322f4-7bad-4677-bde4-6b3bf78f726a	30,628520175
remote	c4644725-e114-4657-8bc5-919d56919f29	7311644a-a47e-4b00-abf3-6047ca61576f	100	100	1	6	f12e3aaa-2b78-4ca3-85b9-92bb17a3e69e	6
remote	6421a3af-f6b1-4877-8770-0c046f4d6484	7311644a-a47e-4b00-abf3-6047ca61576f	100	100	1	6	baf322f4-7bad-4677-bde4-6b3bf78f726a	30,594339125
remote	c4644725-e114-4657-8bc5-919d56919f29	7311644a-a47e-4b00-abf3-6047ca61576f	100	100	1	6	f12e3aaa-2b78-4ca3-85b9-92bb17a3e69e	6,01344
remote	6421a3af-f6b1-4877-8770-0c046f4d6484	7311644a-a47e-4b00-abf3-6047ca61576f	100	100	1	6	baf322f4-7bad-4677-bde4-6b3bf78f726a	30,6655841875
remote	c4644725-e114-4657-8bc5-919d56919f29	7311644a-a47e-4b00-abf3-6047ca61576f	100	100	1	6	f12e3aaa-2b78-4ca3-85b9-92bb17a3e69e	6,00197
remote	6421a3af-f6b1-4877-8770-0c046f4d6484	7311644a-a47e-4b00-abf3-6047ca61576f	100	100	1	6	baf322f4-7bad-4677-bde4-6b3bf78f726a	30,53361931875
remote	c4644725-e114-4657-8bc5-919d56919f29	7311644a-a47e-4b00-abf3-6047ca61576f	100	100	1	6	f12e3aaa-2b78-4ca3-85b9-92bb17a3e69e	6
remote	6421a3af-f6b1-4877-8770-0c046f4d6484	7311644a-a47e-4b00-abf3-6047ca61576f	100	100	1	6	baf322f4-7bad-4677-bde4-6b3bf78f726a	30,47832316875
remote	c4644725-e114-4657-8bc5-919d56919f29	7311644a-a47e-4b00-abf3-6047ca61576f	100	100	1	6	f12e3aaa-2b78-4ca3-85b9-92bb17a3e69e	6,00197
remote	6421a3af-f6b1-4877-8770-0c046f4d6484	7311644a-a47e-4b00-abf3-6047ca61576f	100	100	1	6	baf322f4-7bad-4677-bde4-6b3bf78f726a	30,695718925
remote	c4644725-e114-4657-8bc5-919d56919f29	7311644a-a47e-4b00-abf3-6047ca61576f	100	100	1	6	f12e3aaa-2b78-4ca3-85b9-92bb17a3e69e	6
remote	6421a3af-f6b1-4877-8770-0c046f4d6484	7311644a-a47e-4b00-abf3-6047ca61576f	100	100	1	6	baf322f4-7bad-4677-bde4-6b3bf78f726a	30,44154003125
remote	c4644725-e114-4657-8bc5-919d56919f29	7311644a-a47e-4b00-abf3-6047ca61576f	100	100	1	6	f12e3aaa-2b78-4ca3-85b9-92bb17a3e69e	6
remote	6421a3af-f6b1-4877-8770-0c046f4d6484	7311644a-a47e-4b00-abf3-6047ca61576f	100	100	1	6	baf322f4-7bad-4677-bde4-6b3bf78f726a	30,66269556875
remote	c4644725-e114-4657-8bc5-919d56919f29	7311644a-a47e-4b00-abf3-6047ca61576f	100	100	1	6	f12e3aaa-2b78-4ca3-85b9-92bb17a3e69e	6
remote	6421a3af-f6b1-4877-8770-0c046f4d6484	7311644a-a47e-4b00-abf3-6047ca61576f	100	100	1	6	baf322f4-7bad-4677-bde4-6b3bf78f726a	30,5341613
remote	c4644725-e114-4657-8bc5-919d56919f29	7311644a-a47e-4b00-abf3-6047ca61576f	100	100	1	6	f12e3aaa-2b78-4ca3-85b9-92bb17a3e69e	6,00197
remote	6421a3af-f6b1-4877-8770-0c046f4d6484	7311644a-a47e-4b00-abf3-6047ca61576f	100	100	1	6	baf322f4-7bad-4677-bde4-6b3bf78f726a	30,5724113125
remote	c4644725-e114-4657-8bc5-919d56919f29	7311644a-a47e-4b00-abf3-6047ca61576f	100	100	1	6	f12e3aaa-2b78-4ca3-85b9-92bb17a3e69e	6,01517
remote	6421a3af-f6b1-4877-8770-0c046f4d6484	7311644a-a47e-4b00-abf3-6047ca61576f	100	100	1	6	baf322f4-7bad-4677-bde4-6b3bf78f726a	30,62603743125
remote	c4644725-e114-4657-8bc5-919d56919f29	7311644a-a47e-4b00-abf3-6047ca61576f	100	100	1	6	f12e3aaa-2b78-4ca3-85b9-92bb17a3e69e	6
remote	6421a3af-f6b1-4877-8770-0c046f4d6484	7311644a-a47e-4b00-abf3-6047ca61576f	100	100	1	6	baf322f4-7bad-4677-bde4-6b3bf78f726a	30,648627575
remote	c4644725-e114-4657-8bc5-919d56919f29	7311644a-a47e-4b00-abf3-6047ca61576f	100	100	1	6	f12e3aaa-2b78-4ca3-85b9-92bb17a3e69e	6,0132
